rank,lemma,pos,zipf
1151,budget,noun,4.82
1152,click,verb,4.82
1153,estate,noun,4.82
1154,faith,noun,4.82
1155,fashion,noun,4.82
1156,fund,noun,4.82
1157,generation,noun,4.82
1158,hearing,noun,4.82
1159,hill,noun,4.82
1160,jack,noun,4.82
1161,louis,noun,4.82
1162,metal,noun,4.82
1163,mid,adjective,4.82
1164,paris,noun,4.82
1165,profile,noun,4.82
1166,pull,verb,4.82
1167,push,verb,4.82
1168,rose,noun,4.82
1169,seat,noun,4.82
1170,sexual,adjective,4.82
1171,target,noun,4.82
1172,understanding,noun,4.82
1173,village,noun,4.82
1174,animal,noun,4.81
1175,agent,noun,4.81
1176,apply,verb,4.81
1177,authority,noun,4.81
1178,basis,noun,4.81
1179,draw,verb,4.81
1180,dude,noun,4.81
1181,enter,verb,4.81
1182,ex,noun,4.81
1183,foundation,noun,4.81
1184,gain,verb,4.81
1185,http,noun,4.81
1186,japanese,adjective,4.81
1187,memory,noun,4.81
1188,prime,adjective,4.81
1189,ring,verb,4.81
1190,rise,verb,4.81
1191,selling,noun,4.81
1192,silver,adjective,4.81
1193,soul,noun,4.81
1194,spread,verb,4.81
1195,supply,verb,4.81
1196,waste,verb,4.81
1197,weird,adjective,4.81
1198,adult,noun,4.8
1199,apparently,adverb,4.8
1200,artist,noun,4.8
1201,chairman,noun,4.8
1202,edition,noun,4.8
1203,engineering,noun,4.8
1204,grade,noun,4.8
1205,happening,noun,4.8
1206,healthy,adjective,4.8
1207,institute,verb,4.8
1208,method,noun,4.8
1209,mike,noun,4.8
1210,monday,noun,4.8
1211,obviously,adverb,4.8
1212,option,noun,4.8
1213,prison,noun,4.8
1214,remains,noun,4.8
1215,senate,noun,4.8
1216,somebody,noun,4.8
1217,stone,noun,4.8
1218,strength,noun,4.8
1219,wild,adjective,4.8
1220,window,noun,4.8
1221,winner,noun,4.8
1222,bag,noun,4.79
1223,bet,verb,4.79
1224,camp,noun,4.79
1225,cast,verb,4.79
1226,christ,noun,4.79
1227,correct,verb,4.79
1228,dangerous,adjective,4.79
1229,ed,noun,4.79
1230,extremely,adverb,4.79
1231,firm,adjective,4.79
1232,handle,verb,4.79
1233,improve,verb,4.79
1234,indeed,adverb,4.79
1235,negative,adjective,4.79
1236,prevent,verb,4.79
1237,spirit,noun,4.79
1238,television,noun,4.79
1239,till,noun,4.79
1240,trouble,noun,4.79
1241,usa,noun,4.79
1242,decide,verb,4.78
1243,produce,verb,4.78
1244,advantage,noun,4.78
1245,apart,adverb,4.78
1246,aware,adjective,4.78
1247,cat,noun,4.78
1248,dinner,noun,4.78
1249,eastern,adjective,4.78
1250,fifth,adjective,4.78
1251,function,noun,4.78
1252,gift,noun,4.78
1253,impossible,adjective,4.78
1254,influence,noun,4.78
1255,marketing,noun,4.78
1256,mary,noun,4.78
1257,progress,noun,4.78
1258,proud,adjective,4.78
1259,require,verb,4.78
1260,shooting,noun,4.78
1261,shut,verb,4.78
1262,van,noun,4.78
1263,wood,noun,4.78
1264,patient,noun,4.77
1265,background,noun,4.77
1266,birth,noun,4.77
1267,bridge,noun,4.77
1268,charles,noun,4.77
1269,completed,adjective,4.77
1270,concept,noun,4.77
1271,copy,noun,4.77
1272,dear,adjective,4.77
1273,garden,noun,4.77
1274,host,noun,4.77
1275,housing,noun,4.77
1276,inc,noun,4.77
1277,israel,noun,4.77
1278,journal,noun,4.77
1279,labor,noun,4.77
1280,leadership,noun,4.77
1281,length,noun,4.77
1282,lucky,adjective,4.77
1283,neither,adjective,4.77
1284,possibly,adverb,4.77
1285,prove,verb,4.77
1286,rare,adjective,4.77
1287,setting,noun,4.77
1288,software,noun,4.77
1289,tough,adjective,4.77
1290,ad,noun,4.76
1291,alive,adjective,4.76
1292,apple,noun,4.76
1293,balance,noun,4.76
1294,birthday,noun,4.76
1295,bitch,noun,4.76
1296,changing,adjective,4.76
1297,connection,noun,4.76
1298,dress,verb,4.76
1299,fellow,noun,4.76
1300,florida,noun,4.76
1301,horse,noun,4.76
1302,knowing,adjective,4.76
1303,magic,noun,4.76
1304,map,noun,4.76
1305,net,adjective,4.76
1306,owned,adjective,4.76
1307,request,verb,4.76
1308,stick,noun,4.76
1309,vehicle,noun,4.76
1310,volume,noun,4.76
1311,wake,verb,4.76
1312,boss,noun,4.76
1313,aid,verb,4.75
1314,beauty,noun,4.75
1315,billion,adjective,4.75
1316,busy,adjective,4.75
1317,buying,noun,4.75
1318,concerned,adjective,4.75
1319,conversation,noun,4.75
1320,corner,noun,4.75
1321,criminal,noun,4.75
1322,cultural,adjective,4.75
1323,develop,verb,4.75
1324,driver,noun,4.75
1325,existing,adjective,4.75
1326,farm,noun,4.75
1327,file,verb,4.75
1328,fix,verb,4.75
1329,fly,verb,4.75
1330,frank,adjective,4.75
1331,guide,verb,4.75
1332,investigation,noun,4.75
1333,mexico,noun,4.75
1334,operating,adjective,4.75
1335,raise,verb,4.75
1336,responsibility,noun,4.75
1337,roll,verb,4.75
1338,slightly,adverb,4.75
1339,suggest,verb,4.75
1340,surprise,verb,4.75
1341,technical,adjective,4.75
1342,treat,verb,4.75
1343,unique,adjective,4.75
1344,variety,noun,4.75
1345,violence,noun,4.75
1346,youth,noun,4.75
1347,appreciate,verb,4.74
1348,breaking,noun,4.74
1349,discovered,adjective,4.74
1350,dry,verb,4.74
1351,edge,noun,4.74
1352,evil,noun,4.74
1353,excited,adjective,4.74
1354,forever,adverb,4.74
1355,henry,noun,4.74
1356,injury,noun,4.74
1357,iron,noun,4.74
1358,lovely,adjective,4.74
1359,mad,adjective,4.74
1360,magazine,noun,4.74
1361,martin,noun,4.74
1362,ordered,adjective,4.74
1363,parliament,noun,4.74
1364,prepared,adjective,4.74
1365,reference,noun,4.74
1366,religion,noun,4.74
1367,somewhere,adverb,4.74
1368,strategy,noun,4.74
1369,web,noun,4.74
1370,wine,noun,4.74
1371,sport,noun,4.73
1372,mention,verb,4.73
1373,arm,noun,4.73
1374,audience,noun,4.73
1375,bay,noun,4.73
1376,blog,noun,4.73
1377,closer,adverb,4.73
1378,core,noun,4.73
1379,democratic,adjective,4.73
1380,description,noun,4.73
1381,excellent,adjective,4.73
1382,exist,verb,4.73
1383,guard,noun,4.73
1384,honest,adjective,4.73
1385,joined,adjective,4.73
1386,jones,noun,4.73
1387,lee,noun,4.73
1388,medicine,noun,4.73
1389,mountain,noun,4.73
1390,nuclear,adjective,4.73
1391,port,noun,4.73
1392,presence,noun,4.73
1393,reaction,noun,4.73
1394,reduce,verb,4.73
1395,shoot,verb,4.73
1396,solid,adjective,4.73
1397,spanish,noun,4.73
1398,stress,noun,4.73
1399,taste,noun,4.73
1400,tea,noun,4.73
1401,victory,noun,4.73
1402,afternoon,noun,4.72
1403,assistant,noun,4.72
1404,britain,noun,4.72
1405,classic,adjective,4.72
1406,clothes,noun,4.72
1407,electric,adjective,4.72
1408,emergency,noun,4.72
1409,entirely,adverb,4.72
1410,failure,noun,4.72
1411,festival,noun,4.72
1412,flat,adjective,4.72
1413,fuel,noun,4.72
1414,harry,verb,4.72
1415,hello,noun,4.72
1416,ill,adjective,4.72
1417,initial,adjective,4.72
1418,johnson,noun,4.72
1419,kick,verb,4.72
1420,mail,verb,4.72
1421,massive,adjective,4.72
1422,pair,noun,4.72
1423,plane,noun,4.72
1424,plenty,noun,4.72
1425,prince,noun,4.72
1426,proper,adjective,4.72
1427,quarter,noun,4.72
1428,regional,adjective,4.72
1429,scott,noun,4.72
1430,session,noun,4.72
1431,shape,noun,4.72
1432,sky,noun,4.72
1433,teaching,noun,4.72
1434,transfer,verb,4.72
1435,upper,adjective,4.72
1436,useful,adjective,4.72
1437,valley,noun,4.72
1438,willing,adjective,4.72
1439,zone,noun,4.72
1440,remove,verb,4.71
1441,accident,noun,4.71
1442,advanced,adjective,4.71
1443,alternative,noun,4.71
1444,anywhere,adverb,4.71
1445,bear,verb,4.71
1446,boat,noun,4.71
1447,bringing,noun,4.71
1448,capacity,noun,4.71
1449,cheap,adjective,4.71
1450,climate,noun,4.71
1451,discussion,noun,4.71
1452,drinking,noun,4.71
1453,duty,noun,4.71
1454,fantastic,adjective,4.71
1455,flying,adjective,4.71
1456,governor,noun,4.71
1457,hundred,adjective,4.71
1458,industrial,adjective,4.71
1459,joint,adjective,4.71
1460,mix,verb,4.71
1461,museum,noun,4.71
1462,path,noun,4.71
1463,promise,verb,4.71
1464,purchase,verb,4.71
1465,rain,noun,4.71
1466,spending,noun,4.71
1467,steel,noun,4.71
1468,supporting,adjective,4.71
1469,terrible,adjective,4.71
1470,tired,adjective,4.71
1471,treated,adjective,4.71
1472,turning,noun,4.71
1473,vice,noun,4.71
1474,warm,adjective,4.71
1475,afraid,adjective,4.7
1476,beer,noun,4.7
1477,border,noun,4.7
1478,canadian,adjective,4.7
1479,command,noun,4.7
1480,crew,noun,4.7
1481,crowd,noun,4.7
1482,dick,noun,4.7
1483,enemy,noun,4.7
1484,ensure,verb,4.7
1485,environmental,adjective,4.7
1486,filled,adjective,4.7
1487,fixed,adjective,4.7
1488,forest,noun,4.7
1489,intelligence,noun,4.7
1490,intended,adjective,4.7
1491,labour,noun,4.7
1492,limit,noun,4.7
1493,moon,noun,4.7
1494,ocean,noun,4.7
1495,profit,noun,4.7
1496,proof,noun,4.7
1497,republican,noun,4.7
1498,suit,noun,4.7
1499,user,noun,4.69
1500,appearance,noun,4.69
1501,asian,noun,4.69
1502,attorney,noun,4.69
1503,behavior,noun,4.69
1504,ben,noun,4.69
1505,chair,noun,4.69
1506,debt,noun,4.69
1507,domestic,adjective,4.69
1508,expensive,adjective,4.69
1509,historical,adjective,4.69
1510,honestly,adverb,4.69
1511,honor,verb,4.69
1512,jump,verb,4.69
1513,launch,verb,4.69
1514,listed,adjective,4.69
1515,minimum,adjective,4.69
1516,native,adjective,4.69
1517,noted,adjective,4.69
1518,originally,adverb,4.69
1519,planned,adjective,4.69
1520,pm,noun,4.69
1521,ray,noun,4.69
1522,suddenly,adverb,4.69
1523,supreme,adjective,4.69
1524,survey,verb,4.69
1525,tech,noun,4.69
1526,update,verb,4.69
1527,writer,noun,4.69
1528,yellow,adjective,4.69
1529,ancient,adjective,4.68
1530,combined,adjective,4.68
1531,communication,noun,4.68
1532,connected,adjective,4.68
1533,download,verb,4.68
1534,email,noun,4.68
1535,ending,noun,4.68
1536,exercise,noun,4.68
1537,express,verb,4.68
1538,flow,noun,4.68
1539,girlfriend,noun,4.68
1540,hero,noun,4.68
1541,illegal,adjective,4.68
1542,increasing,adjective,4.68
1543,joke,noun,4.68
1544,loan,noun,4.68
1545,planet,noun,4.68
1546,restaurant,noun,4.68
1547,scotland,noun,4.68
1548,selected,adjective,4.68
1549,shared,adjective,4.68
1550,shopping,noun,4.68
1551,soft,adjective,4.68
1552,sugar,noun,4.68
1553,surprised,adjective,4.68
1554,transport,verb,4.68
1555,teach,verb,4.67
1556,accepted,adjective,4.67
1557,appeal,noun,4.67
1558,appropriate,adjective,4.67
1559,boston,noun,4.67
1560,ca,noun,4.67
1561,confirmed,adjective,4.67
1562,device,noun,4.67
1563,drama,noun,4.67
1564,entry,noun,4.67
1565,era,noun,4.67
1566,factor,noun,4.67
1567,golden,adjective,4.67
1568,grant,verb,4.67
1569,grown,adjective,4.67
1570,lawyer,noun,4.67
1571,mistake,noun,4.67
1572,muslim,noun,4.67
1573,platform,noun,4.67
1574,pool,noun,4.67
1575,route,noun,4.67
1576,saved,adjective,4.67
1577,schedule,verb,4.67
1578,scientific,adjective,4.67
1579,smoke,noun,4.67
1580,squad,noun,4.67
1581,testing,noun,4.67
1582,williams,noun,4.67
1583,feed,verb,4.67
1584,ms,noun,4.67
1585,perform,verb,4.66
1586,leg,noun,4.66
1587,abuse,verb,4.66
1588,angry,adjective,4.66
1589,candidate,noun,4.66
1590,comfortable,adjective,4.66
1591,concern,verb,4.66
1592,developing,adjective,4.66
1593,discuss,verb,4.66
1594,emotional,adjective,4.66
1595,everywhere,adverb,4.66
1596,falling,adjective,4.66
1597,fox,noun,4.66
1598,hole,noun,4.66
1599,holiday,noun,4.66
1600,internal,adjective,4.66
1601,ireland,noun,4.66
1602,italian,adjective,4.66
1603,italy,noun,4.66
1604,jersey,noun,4.66
1605,laugh,verb,4.66
1606,liberal,noun,4.66
1607,lunch,noun,4.66
1608,max,noun,4.66
1609,milk,noun,4.66
1610,pack,verb,4.66
1611,payment,noun,4.66
1612,recorded,adjective,4.66
1613,relatively,adverb,4.66
1614,sector,noun,4.66
1615,snow,noun,4.66
1616,storm,noun,4.66
1617,strike,verb,4.66
1618,studio,noun,4.66
1619,sub,verb,4.66
1620,weak,adjective,4.66
1621,measure,noun,4.65
1622,actor,noun,4.65
1623,advance,verb,4.65
1624,apartment,noun,4.65
1625,asia,noun,4.65
1626,chain,noun,4.65
1627,chapter,noun,4.65
1628,committed,adjective,4.65
1629,confidence,noun,4.65
1630,cook,verb,4.65
1631,cute,adjective,4.65
1632,equal,adjective,4.65
1633,fake,adjective,4.65
1634,finance,verb,4.65
1635,identity,noun,4.65
1636,journey,noun,4.65
1637,kitchen,noun,4.65
1638,korea,noun,4.65
1639,maintain,verb,4.65
1640,mm,noun,4.65
1641,numerous,adjective,4.65
1642,quiet,adjective,4.65
1643,specifically,adverb,4.65
1644,split,verb,4.65
1645,task,noun,4.65
1646,taylor,noun,4.65
1647,twenty,adjective,4.65
1648,urban,adjective,4.65
1649,thousand,noun,4.64
1650,affected,adjective,4.64
1651,aircraft,noun,4.64
1652,approved,adjective,4.64
1653,approximately,adverb,4.64
1654,argument,noun,4.64
1655,conflict,noun,4.64
1656,corporate,adjective,4.64
1657,debate,noun,4.64
1658,determined,adjective,4.64
1659,distribution,noun,4.64
1660,escape,verb,4.64
1661,extended,adjective,4.64
1662,faster,adverb,4.64
1663,fault,noun,4.64
1664,fill,verb,4.64
1665,friendly,adjective,4.64
1666,lay,verb,4.64
1667,mixed,adjective,4.64
1668,phase,noun,4.64
1669,properly,adverb,4.64
1670,pure,adjective,4.64
1671,reduced,adjective,4.64
1672,revenue,noun,4.64
1673,sam,noun,4.64
1674,secure,verb,4.64
1675,smile,verb,4.64
1676,strange,adjective,4.64
1677,talent,noun,4.64
1678,temperature,noun,4.64
1679,truck,noun,4.64
1680,sat,noun,4.64
1681,basically,adverb,4.63
1682,besides,adverb,4.63
1683,bird,noun,4.63
1684,blame,verb,4.63
1685,bob,verb,4.63
1686,bowl,noun,4.63
1687,chicken,noun,4.63
1688,context,noun,4.63
1689,coverage,noun,4.63
1690,determine,verb,4.63
1691,display,verb,4.63
1692,dying,adjective,4.63
1693,elected,adjective,4.63
1694,experienced,adjective,4.63
1695,false,adjective,4.63
1696,identified,adjective,4.63
1697,iii,noun,4.63
1698,incredible,adjective,4.63
1699,inspired,adjective,4.63
1700,meat,noun,4.63
1701,ministry,noun,4.63
1702,mode,noun,4.63
1703,neck,noun,4.63
1704,novel,noun,4.63
1705,obvious,adjective,4.63
1706,passing,noun,4.63
1707,remaining,adjective,4.63
1708,shirt,noun,4.63
1709,slowly,adverb,4.63
1710,stadium,noun,4.63
1711,surgery,noun,4.63
1712,trading,noun,4.63
1713,tuesday,noun,4.63
1714,vision,noun,4.63
1715,worried,adjective,4.63
1716,zero,noun,4.63
1717,champion,noun,4.62
1718,charged,adjective,4.62
1719,cream,noun,4.62
1720,crisis,noun,4.62
1721,daniel,noun,4.62
1722,editor,noun,4.62
1723,eu,noun,4.62
1724,giant,noun,4.62
1725,iran,noun,4.62
1726,jail,noun,4.62
1727,kingdom,noun,4.62
1728,literature,noun,4.62
1729,mayor,noun,4.62
1730,minor,adjective,4.62
1731,opposite,adjective,4.62
1732,orange,noun,4.62
1733,selection,noun,4.62
1734,signal,noun,4.62
1735,stream,noun,4.62
1736,struggle,noun,4.62
1737,suicide,noun,4.62
1738,theme,noun,4.62
1739,thursday,noun,4.62
1740,tiny,adjective,4.62
1741,typically,adverb,4.62
1742,un,noun,4.62
1743,unfortunately,adverb,4.62
1744,usual,adjective,4.62
1745,virginia,noun,4.62
1746,voting,noun,4.62
1747,wave,noun,4.62
1748,serving,noun,4.62
1749,medium,noun,4.61
1750,fail,verb,4.61
1751,customer,noun,4.61
1752,alcohol,noun,4.61
1753,assembly,noun,4.61
1754,breakfast,noun,4.61
1755,bright,adjective,4.61
1756,capable,adjective,4.61
1757,chosen,noun,4.61
1758,combination,noun,4.61
1759,conservative,adjective,4.61
1760,cutting,noun,4.61
1761,desire,noun,4.61
1762,destroyed,adjective,4.61
1763,draft,verb,4.61
1764,drunk,adjective,4.61
1765,essential,adjective,4.61
1766,familiar,adjective,4.61
1767,granted,adjective,4.61
1768,guilty,adjective,4.61
1769,id,noun,4.61
1770,improved,adjective,4.61
1771,jewish,adjective,4.61
1772,largely,adverb,4.61
1773,ohio,noun,4.61
1774,perfectly,adverb,4.61
1775,recommend,verb,4.61
1776,relevant,adjective,4.61
1777,seek,verb,4.61
1778,sending,noun,4.61
1779,solo,noun,4.61
1780,spoke,noun,4.61
1781,ticket,noun,4.61
1782,unable,adjective,4.61
1783,upset,verb,4.61
1784,wing,noun,4.61
1785,facility,noun,4.6
1786,bomb,noun,4.6
1787,creative,adjective,4.6
1788,cycle,noun,4.6
1789,dealing,noun,4.6
1790,directed,adjective,4.6
1791,educational,adjective,4.6
1792,entertainment,noun,4.6
1793,extreme,adjective,4.6
1794,hang,verb,4.6
1795,info,noun,4.6
1796,mainly,adverb,4.6
1797,maximum,adjective,4.6
1798,newspaper,noun,4.6
1799,offering,noun,4.6
1800,painting,noun,4.6
1801,republic,noun,4.6
1802,reserve,verb,4.6
1803,row,noun,4.6
1804,salt,noun,4.6
1805,scottish,noun,4.6
1806,switch,verb,4.6
1807,territory,noun,4.6
1808,threat,noun,4.6
1809,mile,noun,4.59
1810,dollar,noun,4.59
1811,affect,verb,4.59
1812,appointed,adjective,4.59
1813,armed,adjective,4.59
1814,aside,adverb,4.59
1815,assistance,noun,4.59
1816,bell,noun,4.59
1817,blow,noun,4.59
1818,bond,noun,4.59
1819,boyfriend,noun,4.59
1820,careful,adjective,4.59
1821,controlled,adjective,4.59
1822,corporation,noun,4.59
1823,cry,verb,4.59
1824,danger,noun,4.59
1825,delivery,noun,4.59
1826,deserve,verb,4.59
1827,empty,adjective,4.59
1828,gender,noun,4.59
1829,instance,noun,4.59
1830,kinda,adverb,4.59
1831,motion,noun,4.59
1832,nick,verb,4.59
1833,pacific,noun,4.59
1834,prize,noun,4.59
1835,reasonable,adjective,4.59
1836,register,verb,4.59
1837,resolution,noun,4.59
1838,rural,adjective,4.59
1839,saving,noun,4.59
1840,singing,noun,4.59
1841,spain,noun,4.59
1842,typical,adjective,4.59
1843,universe,noun,4.59
1844,warning,noun,4.59
1845,wednesday,noun,4.59
1846,admit,verb,4.58
1847,attitude,noun,4.58
1848,branch,noun,4.58
1849,brazil,noun,4.58
1850,dedicated,adjective,4.58
1851,definition,noun,4.58
1852,drawing,noun,4.58
1853,favor,verb,4.58
1854,flag,noun,4.58
1855,frame,noun,4.58
1856,guest,noun,4.58
1857,ha,noun,4.58
1858,heaven,noun,4.58
1859,independence,noun,4.58
1860,jackson,noun,4.58
1861,kiss,verb,4.58
1862,load,noun,4.58
1863,plot,noun,4.58
1864,possibility,noun,4.58
1865,random,adjective,4.58
1866,recovery,noun,4.58
1867,rent,verb,4.58
1868,replace,verb,4.58
1869,represent,verb,4.58
1870,senator,noun,4.58
1871,sentence,noun,4.58
1872,teeth,noun,4.58
1873,trained,adjective,4.58
1874,understood,adjective,4.58
1875,parent,noun,4.57
1876,detail,noun,4.57
1877,item,noun,4.57
1878,academic,adjective,4.57
1879,academy,noun,4.57
1880,accurate,adjective,4.57
1881,achieve,verb,4.57
1882,adam,noun,4.57
1883,afford,verb,4.57
1884,andrew,noun,4.57
1885,assume,verb,4.57
1886,bottle,noun,4.57
1887,bunch,noun,4.57
1888,category,noun,4.57
1889,chat,verb,4.57
1890,cheese,noun,4.57
1891,chemical,adjective,4.57
1892,clinton,noun,4.57
1893,competitive,adjective,4.57
1894,diet,noun,4.57
1895,em,noun,4.57
1896,favourite,noun,4.57
1897,fruit,noun,4.57
1898,index,noun,4.57
1899,lane,noun,4.57
1900,mess,noun,4.57
1901,navy,noun,4.57
1902,normally,adverb,4.57
1903,opposition,noun,4.57
1904,permanent,adjective,4.57
1905,personally,adverb,4.57
1906,pleasure,noun,4.57
